make,model,year,overall_rating,frontal_crash,side_crash,rollover,safety_concern,model,1,2,3,,,,
Nissan,Titan Crew Cab PU/CC RWD,2023,4.3,4,5,4,FALSE,Titan,Crew,Cab,PU/CC,RWD,,,
Nissan,Titan Crew Cab PU/CC 4WD,2023,4,4,5,3,FALSE,Titan,Crew,Cab,PU/CC,4WD,,,
Nissan,Armada SUV RWD,2023,3.7,3,5,3,FALSE,Armada,SUV,RWD,,,,,
Nissan,Armada SUV 4WD,2023,3.7,3,5,3,FALSE,Armada,SUV,4WD,,,,,
Nissan,Frontier Crew Cab PU/CC RWD,2023,4,4,5,3,FALSE,Frontier,Crew,Cab,PU/CC,RWD,,,
Nissan,Frontier Crew Cab PU/CC 4WD,2023,4,4,5,3,FALSE,Frontier,Crew,Cab,PU/CC,4WD,,,
Nissan,Rogue Sport SUV FWD,2018,4.3,4,5,4,FALSE,Rogue,Sport,SUV,FWD,,,,
Nissan,Rogue Sport SUV AWD,2018,4.3,4,5,4,FALSE,Rogue,Sport,SUV,AWD,,,,
Nissan,Rogue Sport SUV FWD,2019,4.3,4,5,4,FALSE,Rogue,Sport,SUV,FWD,,,,
Nissan,Rogue Sport SUV AWD,2019,4.3,4,5,4,FALSE,Rogue,Sport,SUV,AWD,,,,
Nissan,Rogue SUV FWD Early Release,2022,4.3,4,5,4,FALSE,Rogue,SUV,FWD,Early,Release,,,
Nissan,Rogue Sport SUV FWD,2022,4.3,4,5,4,FALSE,Rogue,Sport,SUV,FWD,,,,
Nissan,Rogue SUV AWD Early Release,2022,4.3,4,5,4,FALSE,Rogue,SUV,AWD,Early,Release,,,
Nissan,Frontier Crew Cab PU/CC RWD,2024,4,4,5,3,FALSE,Frontier,Crew,Cab,PU/CC,RWD,,,
Nissan,Frontier Crew Cab PU/CC 4WD,2024,4,4,5,3,FALSE,Frontier,Crew,Cab,PU/CC,4WD,,,
Nissan,Titan Crew Cab PU/CC RWD,2024,4.3,4,5,4,FALSE,Titan,Crew,Cab,PU/CC,RWD,,,
Nissan,Titan Crew Cab PU/CC 4WD,2024,4,4,5,3,FALSE,Titan,Crew,Cab,PU/CC,4WD,,,
Nissan,Kicks SUV FWD,2024,4.3,4,5,4,FALSE,Kicks,SUV,FWD,,,,,
Nissan,Armada SUV RWD,2024,3.7,3,5,3,FALSE,Armada,SUV,RWD,,,,,
Nissan,Armada SUV 4WD,2024,3.7,3,5,3,FALSE,Armada,SUV,4WD,,,,,
Nissan,Kicks Early Release SUV FWD,2023,4.3,4,5,4,FALSE,Kicks,Early,Release,SUV,FWD,,,
Nissan,Kicks Later Release SUV FWD,2023,4.3,4,5,4,FALSE,Kicks,Later,Release,SUV,FWD,,,
Nissan,Versa 4 DR FWD,2011,3,3,2,4,FALSE,Versa,4,DR,FWD,,,,
Nissan,Versa 5 HB FWD,2011,3,3,2,4,FALSE,Versa,5,HB,FWD,,,,
Smart,ED 2 DR RWD,2015,4.3,4,5,4,FALSE,ED,2,DR,RWD,,,,
Smart,ED 2 DR RWD,2013,4.3,4,5,4,FALSE,ED,2,DR,RWD,,,,
Smart,ED 2 DR RWD,2016,4.3,4,5,4,FALSE,ED,2,DR,RWD,,,,
Smart,ED 2 DR RWD,2014,4.3,4,5,4,FALSE,ED,2,DR,RWD,,,,
Smart,Fortwo 2 DR RWD,2017,4.3,4,5,4,FALSE,Fortwo,2,DR,RWD,,,,
Subaru,Legacy 4 DR AWD,2013,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Impreza 4 DR AWD,2013,4.7,4,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2013,4.7,4,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,BRZ 2 DR RWD,2015,4.7,4,5,5,FALSE,BRZ,2,DR,RWD,,,,
Subaru,Forester SUV AWD,2015,4.3,4,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,Impreza 4 DR AWD,2015,4.7,4,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2015,4.7,4,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,XV Crosstrek SUV AWD,2015,4.3,4,5,4,FALSE,XV,Crosstrek,SUV,AWD,,,,
Subaru,XV Crosstrek Hybrid SUV AWD,2015,4.3,4,5,4,FALSE,XV,Crosstrek,Hybrid,SUV,AWD,,,
Subaru,Legacy 4 DR AWD,2016,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Impreza 4 DR AWD,2016,4.7,4,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2016,4.7,4,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,Crosstrek SUV AWD,2016,4.3,4,5,4,FALSE,Crosstrek,SUV,AWD,,,,,
Subaru,Crosstrek Hybrid SUV AWD,2016,4.3,4,5,4,FALSE,Crosstrek,Hybrid,SUV,AWD,,,,
Subaru,Forester SUV AWD,2016,4.3,4,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,BRZ 2 DR RWD,2016,4.7,4,5,5,FALSE,BRZ,2,DR,RWD,,,,
Subaru,Outback SUV AWD,2015,4.7,5,5,4,FALSE,Outback,SUV,AWD,,,,,
Subaru,Impreza 4 DR AWD,2014,4.7,4,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2014,4.7,4,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,XV Crosstrek SUV AWD,2014,4.3,4,5,4,FALSE,XV,Crosstrek,SUV,AWD,,,,
Subaru,XV Crosstrek Hybrid SUV AWD,2014,4.3,4,5,4,FALSE,XV,Crosstrek,Hybrid,SUV,AWD,,,
Subaru,Forester SUV AWD,2014,4.3,4,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,BRZ 2 DR RWD,2014,4.7,4,5,5,FALSE,BRZ,2,DR,RWD,,,,
Subaru,Legacy 4 DR AWD,2015,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Legacy 4 DR AWD,2014,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Legacy 4 DR AWD,2017,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Impreza 4 DR AWD,2017,5,5,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2017,5,5,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,Crosstrek SW AWD,2017,4.3,4,5,4,FALSE,Crosstrek,SW,AWD,,,,,
Subaru,Forester SUV AWD,2017,4.3,4,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,Legacy 4 DR AWD,2018,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Impreza 4 DR AWD,2018,5,5,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2018,5,5,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,Crosstrek SW AWD,2018,4.3,4,5,4,FALSE,Crosstrek,SW,AWD,,,,,
Subaru,Forester SUV AWD,2018,4.3,4,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,Ascent SUV AWD,2019,4.7,5,5,4,FALSE,Ascent,SUV,AWD,,,,,
Subaru,Legacy 4 DR AWD,2020,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Impreza 4 DR AWD,2020,5,5,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2020,5,5,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,Crosstrek SW AWD,2020,4.3,4,5,4,FALSE,Crosstrek,SW,AWD,,,,,
Subaru,WRX 4 DR AWD,2020,5,5,5,5,FALSE,WRX,4,DR,AWD,,,,
Subaru,Forester SUV AWD,2020,4.7,5,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,Ascent SUV AWD,2020,4.7,5,5,4,FALSE,Ascent,SUV,AWD,,,,,
Subaru,Ascent SUV AWD,2021,4.7,5,5,4,FALSE,Ascent,SUV,AWD,,,,,
Subaru,Legacy 4 DR AWD,2019,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Impreza 4 DR AWD,2019,5,5,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2019,5,5,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,Crosstrek SW AWD,2019,4.3,4,5,4,FALSE,Crosstrek,SW,AWD,,,,,
Subaru,Forester SUV AWD,2019,4.7,5,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,Legacy 4 DR AWD,2022,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Outback SW AWD,2022,4.7,5,5,4,FALSE,Outback,SW,AWD,,,,,
Subaru,Impreza 4 DR AWD,2022,5,5,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2022,5,5,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,Crosstrek SW AWD,2022,4.3,4,5,4,FALSE,Crosstrek,SW,AWD,,,,,
Subaru,Forester SUV AWD,2022,4.7,5,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,Ascent SUV AWD,2022,4.7,5,5,4,FALSE,Ascent,SUV,AWD,,,,,
Subaru,Legacy 4 DR AWD,2021,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Outback SUV AWD,2021,4.7,5,5,4,FALSE,Outback,SUV,AWD,,,,,
Subaru,Impreza 4 DR AWD,2021,5,5,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2021,5,5,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,Crosstrek SW AWD,2021,4.3,4,5,4,FALSE,Crosstrek,SW,AWD,,,,,
Subaru,WRX 4 DR AWD,2021,5,5,5,5,FALSE,WRX,4,DR,AWD,,,,
Subaru,Forester SUV AWD,2021,4.7,5,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,WRX 4 DR AWD,2022,5,5,5,5,FALSE,WRX,4,DR,AWD,,,,
Subaru,Legacy 4 DR AWD,2023,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Outback SW AWD,2023,4.7,5,5,4,FALSE,Outback,SW,AWD,,,,,
Subaru,Impreza 4 DR AWD,2023,5,5,5,5,FALSE,Impreza,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2023,5,5,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,Crosstrek SW AWD,2023,4.3,4,5,4,FALSE,Crosstrek,SW,AWD,,,,,
Subaru,WRX 4 DR AWD,2023,5,5,5,5,FALSE,WRX,4,DR,AWD,,,,
Subaru,Forester SUV AWD,2023,4.7,5,5,4,FALSE,Forester,SUV,AWD,,,,,
Subaru,Ascent SUV AWD,2023,4.7,5,5,4,FALSE,Ascent,SUV,AWD,,,,,
Subaru,Solterra SUV AWD,2023,4.7,5,5,4,FALSE,Solterra,SUV,AWD,,,,,
Subaru,Outback SUV AWD,2020,4.7,5,5,4,FALSE,Outback,SUV,AWD,,,,,
Subaru,Outback SW AWD,2019,4.7,5,5,4,FALSE,Outback,SW,AWD,,,,,
Subaru,Legacy 4 DR AWD,2024,5,5,5,5,FALSE,Legacy,4,DR,AWD,,,,
Subaru,Impreza SW AWD,2024,5,5,5,5,FALSE,Impreza,SW,AWD,,,,,
Subaru,Crosstrek SW AWD,2024,4.7,5,5,4,FALSE,Crosstrek,SW,AWD,,,,,
Tesla,Model S 60KWH 5 HB RWD,2015,5,5,5,5,FALSE,Model,S,60KWH,5,HB,RWD,,
Tesla,Model S 5 HB RWD,2014,5,5,5,5,FALSE,Model,S,5,HB,RWD,,,
Tesla,Model S 85KWH 5 HB RWD,2015,5,5,5,5,FALSE,Model,S,85KWH,5,HB,RWD,,
Tesla,Model S 5 HB RWD,2013,5,5,5,5,FALSE,Model,S,5,HB,RWD,,,
Tesla,Model X 60D SUV AWD,2017,5,5,5,5,FALSE,Model,X,60D,SUV,AWD,,,
Tesla,Model X 75D SUV AWD,2017,5,5,5,5,FALSE,Model,X,75D,SUV,AWD,,,
Tesla,Model X 90D SUV AWD,2017,5,5,5,5,FALSE,Model,X,90D,SUV,AWD,,,
Tesla,Model X P100D SUV AWD,2017,5,5,5,5,FALSE,Model,X,P100D,SUV,AWD,,,
Tesla,Model X P90D SUV AWD,2017,5,5,5,5,FALSE,Model,X,P90D,SUV,AWD,,,
Tesla,Model 3 4 DR RWD,2018,5,5,5,5,FALSE,Model,3,4,DR,RWD,,,
Tesla,Model X 60D SUV AWD,2018,5,5,5,5,FALSE,Model,X,60D,SUV,AWD,,,
Tesla,Model X 75D SUV AWD,2018,5,5,5,5,FALSE,Model,X,75D,SUV,AWD,,,
Tesla,Model X 90D SUV AWD,2018,5,5,5,5,FALSE,Model,X,90D,SUV,AWD,,,
Tesla,Model X P100D SUV AWD,2018,5,5,5,5,FALSE,Model,X,P100D,SUV,AWD,,,
Tesla,Model X P90D SUV AWD,2018,5,5,5,5,FALSE,Model,X,P90D,SUV,AWD,,,
Tesla,Model S 60 5 HB RWD Early Release,2016,5,5,5,5,FALSE,Model,S,60,5,HB,RWD,Early,Release
Tesla,Model S 70 5 HB RWD,2016,5,5,5,5,FALSE,Model,S,70,5,HB,RWD,,
Tesla,Model S 70D 5 HB AWD,2016,5,5,5,5,FALSE,Model,S,70D,5,HB,AWD,,
Tesla,Model S 75 5 HB RWD Early Release,2016,5,5,5,5,FALSE,Model,S,75,5,HB,RWD,Early,Release
Tesla,Model S 85 5 HB RWD,2016,5,5,5,5,FALSE,Model,S,85,5,HB,RWD,,
Tesla,Model S 90 5 HB RWD,2016,5,5,5,5,FALSE,Model,S,90,5,HB,RWD,,
Tesla,Model 3 4 DR AWD,2019,5,5,5,5,FALSE,Model,3,4,DR,AWD,,,
Tesla,Model 3 4 DR RWD,2019,5,5,5,5,FALSE,Model,3,4,DR,RWD,,,
Tesla,Model X 60D SUV AWD,2019,5,5,5,5,FALSE,Model,X,60D,SUV,AWD,,,
Tesla,Model X 75D SUV AWD,2019,5,5,5,5,FALSE,Model,X,75D,SUV,AWD,,,
Tesla,Model X 90D SUV AWD,2019,5,5,5,5,FALSE,Model,X,90D,SUV,AWD,,,
Tesla,Model X P100D SUV AWD,2019,5,5,5,5,FALSE,Model,X,P100D,SUV,AWD,,,
Tesla,Model X P90D SUV AWD,2019,5,5,5,5,FALSE,Model,X,P90D,SUV,AWD,,,
Tesla,Model X (All Variants 5-Seat) SUV AWD,2020,5,5,5,5,FALSE,Model,X,(All,Variants,5-Seat),SUV,AWD,
Tesla,Model X (All Variants 6-Seat) SUV AWD,2020,5,5,5,5,FALSE,Model,X,(All,Variants,6-Seat),SUV,AWD,
Tesla,Model X (All Variants 7psgr) SUV AWD,2020,5,5,5,5,FALSE,Model,X,(All,Variants,7psgr),SUV,AWD,
Tesla,Model 3 4 DR AWD,2020,5,5,5,5,FALSE,Model,3,4,DR,AWD,,,
Tesla,Model 3 4 DR RWD,2020,5,5,5,5,FALSE,Model,3,4,DR,RWD,,,
Tesla,Model Y SUV AWD,2020,5,5,5,5,FALSE,Model,Y,SUV,AWD,,,,
Tesla,Model X 5-Seat SUV AWD Early Release,2021,5,5,5,5,FALSE,Model,X,5-Seat,SUV,AWD,Early,Release,
Tesla,Model X 6-Seat SUV AWD Early Release,2021,5,5,5,5,FALSE,Model,X,6-Seat,SUV,AWD,Early,Release,
Tesla,Model X 7-Seat SUV AWD Early Release,2021,5,5,5,5,FALSE,Model,X,7-Seat,SUV,AWD,Early,Release,
Tesla,Model 3 4 DR RWD Early Release,2021,5,5,5,5,FALSE,Model,3,4,DR,RWD,Early,Release,
Tesla,Model 3 4 DR AWD Early Release,2021,5,5,5,5,FALSE,Model,3,4,DR,AWD,Early,Release,
Tesla,Model Y 5-Seat SUV AWD Early Release,2021,5,5,5,5,FALSE,Model,Y,5-Seat,SUV,AWD,Early,Release,
Tesla,Model Y 5-Seat SUV RWD Early Release,2021,5,5,5,5,FALSE,Model,Y,5-Seat,SUV,RWD,Early,Release,
Tesla,Model Y 7-Seat SUV AWD Early Release,2021,5,5,5,5,FALSE,Model,Y,7-Seat,SUV,AWD,Early,Release,
Tesla,Model Y 7-Seat SUV RWD Early Release,2021,5,5,5,5,FALSE,Model,Y,7-Seat,SUV,RWD,Early,Release,
Tesla,Model Y 5-Seat SUV RWD,2022,5,5,5,5,FALSE,Model,Y,5-Seat,SUV,RWD,,,
Tesla,Model Y 7-Seat SUV AWD,2022,5,5,5,5,FALSE,Model,Y,7-Seat,SUV,AWD,,,
Tesla,Model Y 7-Seat SUV RWD,2022,5,5,5,5,FALSE,Model,Y,7-Seat,SUV,RWD,,,
Tesla,Model 3 4 DR AWD Later Release,2021,5,5,5,5,FALSE,Model,3,4,DR,AWD,Later,Release,
Tesla,Model 3 4 DR RWD Later Release,2021,5,5,5,5,FALSE,Model,3,4,DR,RWD,Later,Release,
Tesla,Model Y 5-Seat SUV RWD Later Release,2021,5,5,5,5,FALSE,Model,Y,5-Seat,SUV,RWD,Later,Release,
Tesla,Model Y 5-Seat SUV AWD Later Release,2021,5,5,5,5,FALSE,Model,Y,5-Seat,SUV,AWD,Later,Release,
Tesla,Model Y 7-Seat SUV AWD Later Release,2021,5,5,5,5,FALSE,Model,Y,7-Seat,SUV,AWD,Later,Release,
Tesla,Model Y 7-Seat SUV RWD Later Release,2021,5,5,5,5,FALSE,Model,Y,7-Seat,SUV,RWD,Later,Release,
Tesla,Model 3 4 DR RWD,2022,5,5,5,5,FALSE,Model,3,4,DR,RWD,,,
Tesla,Model 3 4 DR AWD,2022,5,5,5,5,FALSE,Model,3,4,DR,AWD,,,
Tesla,Model Y 5-Seat SUV AWD,2022,5,5,5,5,FALSE,Model,Y,5-Seat,SUV,AWD,,,
Tesla,Model 3 4 DR AWD,2023,5,5,5,5,FALSE,Model,3,4,DR,AWD,,,
Tesla,Model Y (All Variants) SUV AWD,2023,5,5,5,5,FALSE,Model,Y,(All,Variants),SUV,AWD,,
Tesla,Model 3 4 DR AWD,2024,5,5,5,5,FALSE,Model,3,4,DR,AWD,,,
Tesla,Model Y (All Variants) SUV AWD,2024,5,5,5,5,FALSE,Model,Y,(All,Variants),SUV,AWD,,
Toyota,Prius 4 DR FWD,2011,4.3,4,5,4,FALSE,Prius,4,DR,FWD,,,,
Toyota,Scion TC 3 HB FWD,2011,4.3,4,5,4,FALSE,Scion,TC,3,HB,FWD,,,
Toyota,Camry 4 DR FWD,2012,4.3,4,5,4,FALSE,Camry,4,DR,FWD,,,,
Toyota,Camry HV 4 DR FWD,2012,4.3,4,5,4,FALSE,Camry,HV,4,DR,FWD,,,
Toyota,Prius 5 HB FWD,2012,4.3,4,5,4,FALSE,Prius,5,HB,FWD,,,,
Toyota,Scion TC 3 HB FWD,2012,4.3,4,5,4,FALSE,Scion,TC,3,HB,FWD,,,
Toyota,Camry 4 DR FWD,2013,4.3,4,5,4,FALSE,Camry,4,DR,FWD,,,,
Toyota,Camry HV 4 DR FWD,2013,4.3,4,5,4,FALSE,Camry,HV,4,DR,FWD,,,
Toyota,Prius 5 HB FWD,2013,4.3,4,5,4,FALSE,Prius,5,HB,FWD,,,,
Toyota,Venza SUV AWD,2013,4.3,4,5,4,FALSE,Venza,SUV,AWD,,,,,
Toyota,Venza SUV FWD,2013,4.3,4,5,4,FALSE,Venza,SUV,FWD,,,,,
Toyota,Scion TC 3 HB FWD,2013,4.3,4,5,4,FALSE,Scion,TC,3,HB,FWD,,,
Toyota,Scion FR-S 2 DR RWD,2015,4.7,4,5,5,FALSE,Scion,FR-S,2,DR,RWD,,,
Toyota,Camry 4 DR FWD Later Release,2014,4.3,4,5,4,FALSE,Camry,4,DR,FWD,Later,Release,,
Toyota,Avalon 4 DR FWD,2015,4.3,4,5,4,FALSE,Avalon,4,DR,FWD,,,,
Toyota,Avalon HYBRID 4 DR FWD,2015,4.3,4,5,4,FALSE,Avalon,HYBRID,4,DR,FWD,,,
Toyota,Camry 4 DR FWD,2015,4.3,4,5,4,FALSE,Camry,4,DR,FWD,,,,
Toyota,Camry HV 4 DR FWD,2015,4.3,4,5,4,FALSE,Camry,HV,4,DR,FWD,,,
Toyota,Corolla 4 DR FWD Early Release,2015,4.7,5,5,4,FALSE,Corolla,4,DR,FWD,Early,Release,,
Toyota,Prius V SW FWD,2014,4.3,4,5,4,FALSE,Prius,V,SW,FWD,,,,
Toyota,Sienna VAN FWD,2014,4.3,4,5,4,FALSE,Sienna,VAN,FWD,,,,,
Toyota,Sienna VAN AWD,2014,4.3,4,5,4,FALSE,Sienna,VAN,AWD,,,,,
Toyota,Sienna VAN AWD,2015,4.3,4,5,4,FALSE,Sienna,VAN,AWD,,,,,
Toyota,Sienna VAN FWD,2015,4.3,4,5,4,FALSE,Sienna,VAN,FWD,,,,,
Toyota,Highlander SUV FWD,2015,4.3,4,5,4,FALSE,Highlander,SUV,FWD,,,,,
Toyota,Highlander SUV AWD,2015,4.3,4,5,4,FALSE,Highlander,SUV,AWD,,,,,
Toyota,Highlander HV SUV AWD,2015,4.3,4,5,4,FALSE,Highlander,HV,SUV,AWD,,,,
Toyota,Venza SUV AWD,2014,4.3,4,5,4,FALSE,Venza,SUV,AWD,,,,,
Toyota,Venza SUV FWD,2014,4.3,4,5,4,FALSE,Venza,SUV,FWD,,,,,
Toyota,Venza SUV AWD,2015,4.3,4,5,4,FALSE,Venza,SUV,AWD,,,,,
Toyota,Venza SUV FWD,2015,4.3,4,5,4,FALSE,Venza,SUV,FWD,,,,,
Toyota,Scion TC 3 HB FWD,2015,4.3,4,5,4,FALSE,Scion,TC,3,HB,FWD,,,
Toyota,Avalon 4 DR FWD,2013,4.3,4,5,4,FALSE,Avalon,4,DR,FWD,,,,
Toyota,Avalon Hybrid 4 DR FWD,2013,4.3,4,5,4,FALSE,Avalon,Hybrid,4,DR,FWD,,,
Toyota,Prius V SW FWD,2013,4.3,4,5,4,FALSE,Prius,V,SW,FWD,,,,
Toyota,Scion FR-S 2 DR RWD,2016,4.7,4,5,5,FALSE,Scion,FR-S,2,DR,RWD,,,
Toyota,Avalon 4 DR FWD,2016,4.3,4,5,4,FALSE,Avalon,4,DR,FWD,,,,
Toyota,Avalon HYBRID 4 DR FWD,2016,4.3,4,5,4,FALSE,Avalon,HYBRID,4,DR,FWD,,,
Toyota,Camry 4 DR FWD,2016,4.3,4,5,4,FALSE,Camry,4,DR,FWD,,,,
Toyota,Camry HV 4 DR FWD,2016,4.3,4,5,4,FALSE,Camry,HV,4,DR,FWD,,,
Toyota,Corolla 4 DR FWD,2016,4.7,5,5,4,FALSE,Corolla,4,DR,FWD,,,,
Toyota,Prius 5 HB FWD,2016,4.3,4,5,4,FALSE,Prius,5,HB,FWD,,,,
Toyota,Sienna VAN AWD,2016,4.3,4,5,4,FALSE,Sienna,VAN,AWD,,,,,
Toyota,Sienna VAN FWD,2016,4.3,4,5,4,FALSE,Sienna,VAN,FWD,,,,,
Toyota,Highlander SUV AWD,2016,4.3,4,5,4,FALSE,Highlander,SUV,AWD,,,,,
Toyota,Highlander SUV FWD,2016,4.3,4,5,4,FALSE,Highlander,SUV,FWD,,,,,
Toyota,Corolla 4 DR FWD Later Release,2015,4.7,5,5,4,FALSE,Corolla,4,DR,FWD,Later,Release,,
Toyota,Highlander HV SUV AWD,2016,4.3,4,5,4,FALSE,Highlander,HV,SUV,AWD,,,,
Toyota,Scion TC 3 HB FWD,2016,4.3,4,5,4,FALSE,Scion,TC,3,HB,FWD,,,
Toyota,Rav4 SUV FWD Later Release,2015,4.3,4,5,4,FALSE,Rav4,SUV,FWD,Later,Release,,,
Toyota,Rav4 SUV AWD Later Release,2015,4.3,4,5,4,FALSE,Rav4,SUV,AWD,Later,Release,,,
Toyota,Highlander SUV FWD,2014,4.3,4,5,4,FALSE,Highlander,SUV,FWD,,,,,
Toyota,Highlander SUV AWD,2014,4.3,4,5,4,FALSE,Highlander,SUV,AWD,,,,,
Toyota,Highlander HV SUV AWD,2014,4.3,4,5,4,FALSE,Highlander,HV,SUV,AWD,,,,
Toyota,Scion FR-S 2 DR RWD,2014,4.7,4,5,5,FALSE,Scion,FR-S,2,DR,RWD,,,
Toyota,Scion TC 3 HB FWD,2014,4.3,4,5,4,FALSE,Scion,TC,3,HB,FWD,,,
Toyota,Avalon 4 DR FWD,2014,4.3,4,5,4,FALSE,Avalon,4,DR,FWD,,,,
Toyota,Avalon HYBRID 4 DR FWD,2014,4.3,4,5,4,FALSE,Avalon,HYBRID,4,DR,FWD,,,
Toyota,Camry 4 DR FWD Early Release,2014,4.3,4,5,4,FALSE,Camry,4,DR,FWD,Early,Release,,
Toyota,Camry HV 4 DR FWD,2014,4.3,4,5,4,FALSE,Camry,HV,4,DR,FWD,,,
Toyota,Corolla 4 DR FWD,2014,4.7,5,5,4,FALSE,Corolla,4,DR,FWD,,,,
Toyota,Avalon 4 DR FWD,2017,4.3,4,5,4,FALSE,Avalon,4,DR,FWD,,,,
Toyota,Avalon Hybrid 4 DR FWD,2017,4.3,4,5,4,FALSE,Avalon,Hybrid,4,DR,FWD,,,
Toyota,Camry 4 DR FWD,2017,4.3,4,5,4,FALSE,Camry,4,DR,FWD,,,,
Toyota,Camry HV 4 DR FWD,2017,4.3,4,5,4,FALSE,Camry,HV,4,DR,FWD,,,
Toyota,Corolla 4 DR FWD,2017,4.3,4,5,4,FALSE,Corolla,4,DR,FWD,,,,
Toyota,Prius 5 HB FWD,2017,4.3,4,5,4,FALSE,Prius,5,HB,FWD,,,,
Toyota,Rav4 SUV AWD,2017,4.3,4,5,4,FALSE,Rav4,SUV,AWD,,,,,
Toyota,Rav4 SUV FWD,2017,4.3,4,5,4,FALSE,Rav4,SUV,FWD,,,,,
Toyota,Rav4 Hybrid SUV AWD,2017,4.3,4,5,4,FALSE,Rav4,Hybrid,SUV,AWD,,,,
Toyota,Sienna VAN AWD,2017,4.3,4,5,4,FALSE,Sienna,VAN,AWD,,,,,
Toyota,Sienna VAN FWD,2017,4.3,4,5,4,FALSE,Sienna,VAN,FWD,,,,,
Toyota,Highlander SUV FWD,2017,4.3,4,5,4,FALSE,Highlander,SUV,FWD,,,,,
Toyota,Highlander SUV AWD,2017,4.3,4,5,4,FALSE,Highlander,SUV,AWD,,,,,
Toyota,Highlander HV SUV AWD,2017,4.3,4,5,4,FALSE,Highlander,HV,SUV,AWD,,,,
Toyota,Yaris iA 4 DR FWD,2017,4.7,5,5,4,FALSE,Yaris,iA,4,DR,FWD,,,
Toyota,Avalon 4 DR FWD,2018,4.3,4,5,4,FALSE,Avalon,4,DR,FWD,,,,
Toyota,Avalon Hybrid 4 DR FWD,2018,4.3,4,5,4,FALSE,Avalon,Hybrid,4,DR,FWD,,,
Toyota,Camry 4 DR FWD,2018,5,5,5,5,FALSE,Camry,4,DR,FWD,,,,
Toyota,Camry Hybrid 4 DR FWD,2018,5,5,5,5,FALSE,Camry,Hybrid,4,DR,FWD,,,
Toyota,Corolla 4 DR FWD,2018,4.3,4,5,4,FALSE,Corolla,4,DR,FWD,,,,
Toyota,Prius 5 HB FWD,2018,4.3,4,5,4,FALSE,Prius,5,HB,FWD,,,,
Toyota,Rav4 SUV AWD,2018,4.3,4,5,4,FALSE,Rav4,SUV,AWD,,,,,
Toyota,Rav4 SUV FWD,2018,4.3,4,5,4,FALSE,Rav4,SUV,FWD,,,,,
Toyota,Rav4 Hybrid SUV AWD,2018,4.3,4,5,4,FALSE,Rav4,Hybrid,SUV,AWD,,,,
Toyota,Sienna VAN AWD,2018,4.3,4,5,4,FALSE,Sienna,VAN,AWD,,,,,
Toyota,Sienna VAN FWD,2018,4.3,4,5,4,FALSE,Sienna,VAN,FWD,,,,,
